seed,federated_f1,centralised_f1,local_only_f1_mean
42,0.9709411418660554,0.9945183701700234,0.9518493433436234
43,0.9705327245053272,0.9941655737874203,0.9478227277282217
44,0.9717312698139389,0.9941299660590305,0.9543147082911053
45,0.9712004215561095,0.9942892549181598,0.9527522227360816
46,0.969840738825867,0.993703680766293,0.9513988758944032
